KIC,noise,noise_e,Pg,Pg_e,numax,numax_e,sig,sig_e,a1,a1_e,b1,b1_e,a2,a2_e,b2,b2_e,Ptot,Ptot_e,dnu,dnu_e,dnu02,dnu02_e,fm,fm_e,evoflag
1027337,27.623058,0.31670181,1123.0316,31.903313,75.072067,0.25863611,9.9610123,0.24359341,258.16669,4.7555345,21.74254,0.70763527,238.09448,4.9098987,69.057171,0.9856841,167.40879,2.2181744,6.953449,0.0061365211,0.88441459,0.0093000069,77.408948,0.0065123578,0
1160789,3.3793367,0.034989789,11476.071,523.35242,25.318476,0.18877536,4.6643585,0.14870383,538.83091,15.682851,7.7709225,0.33326547,503.93392,14.218941,23.958869,0.42620189,366.09858,7.7251561,3.6146017,0.0096678793,0.55033788,0.015857683,27.982188,0.010130651,1
1161447,63.107277,0.5080642,4275.3585,184.90075,36.81677,0.2200162,5.7637612,0.17595083,396.88186,10.153233,10.428611,0.4778423,359.35449,9.8337801,35.037365,0.63422108,248.40964,5.00352,4.2189773,0.011775872,0.60752449,0.019347484,37.228649,0.013284832,1
1161618,5.0790248,0.053467506,6101.3782,235.41412,33.909153,0.21885902,5.6814551,0.15909431,425.05797,11.971217,10.277095,0.47743825,416.21944,11.772722,31.077657,0.55238823,294.65743,5.492572,4.1148173,0.01176838,0.60337826,0.019711543,36.432638,0.010864293,1
1162220,14.306195,0.092965,112687.28,6893.8389,11.042437,0.099789973,1.9489165,0.078718556,840.15769,41.220469,3.0137862,0.26394431,898.36034,31.807953,9.7579573,0.21386792,741.20488,18.859367,1.6869364,0.0063057945,0.25095528,0.011358096,11.384534,0.0070863918,0
1162746,14.244007,0.11642367,8612.4633,409.92089,27.853904,0.20599943,4.525718,0.15471066,474.22361,14.74696,8.5976877,0.45288564,489.12527,14.101872,26.340089,0.48029479,312.38914,7.2246501,3.9657977,0.028931697,0.7393536,0.023646184,30.23209,0.024774713,1
1163114,61.513361,0.38611859,43149.644,2442.5918,14.398773,0.11625471,2.3887694,0.090697989,734.58285,26.401567,4.1099486,0.25227155,648.58899,22.759823,13.313037,0.29095634,507.86971,12.654447,1.9027663,0.0058132895,0.26445825,0.0092682743,14.684531,0.0065830396,0
1163359,27.814952,0.20126298,10222.732,546.40245,21.608993,0.16838024,3.4665211,0.13912454,475.61086,15.269632,5.9120391,0.30106614,439.3879,12.242507,20.543979,0.37135684,297.80201,7.4721881,2.6384493,0.0079322489,0.35799549,0.011232745,23.401475,0.0078531067,0
1163621,22.504148,0.20544225,1105.3231,42.386236,50.663737,0.32526841,7.8816004,0.25383177,260.09234,5.7351751,14.482054,0.5475383,248.00016,5.6809986,48.703687,0.75521439,147.71306,3.0772722,5.0054832,0.010746086,0.73456537,0.017858475,54.936356,0.011324572,2
1294122,23.567548,0.26445617,659.03981,22.81326,76.086899,0.31081286,9.2431405,0.31102133,239.02674,4.3295965,20.53401,0.70384777,234.09504,3.9985177,67.542149,0.8390433,123.51511,2.0936076,7.040437,0.0066523899,0.92385087,0.010094178,78.500216,0.0066617151,0
1294385,5.8768501,0.18053086,297.19263,9.2198697,107.89571,0.3453401,12.154212,0.34748376,207.56907,2.9635873,29.221696,0.76471205,190.59521,2.6143084,96.81688,1.0723351,95.121817,1.3839005,9.1364303,0.0083263281,1.1612977,0.012248874,102.29377,0.0070452048,0
1296068,79.095289,0.73591534,2062.9638,73.927755,59.863437,0.25879184,7.9958616,0.23836586,343.35814,7.1218264,14.972182,0.58904188,305.12061,6.1771298,54.494808,0.82505175,203.25781,3.3690766,6.1400248,0.0082228257,0.84995613,0.011954925,62.262409,0.0081118937,0
1296507,61.097214,0.74901784,74.671957,4.4973536,128.34302,0.6731045,11.938003,0.80735219,129.10763,1.9423758,32.581668,0.91137401,113.11401,2.2391483,117.91366,3.2830069,47.205333,1.7264237,10.313101,0.0071847498,1.2784926,0.011711459,126.46582,0.0074599952,0
1429505,27.089669,0.25899198,2704.721,88.46683,55.886413,0.19272004,6.8449222,0.175634,327.69645,6.5242655,14.891478,0.53354937,304.70948,5.7565297,50.773397,0.6714231,215.35063,3.0330357,5.7710462,0.0063160863,0.79420445,0.0091802302,58.241255,0.0059860937,0
1431059,96.324826,2.275569,332.30739,12.3119,171.68555,0.36078348,10.972356,0.41442996,167.74927,2.3674493,41.376939,1.0824268,170.39082,3.3249372,164.98913,4.5821494,95.54897,1.6528568,13.63229,0.0077427412,1.7443267,0.011696182,167.83581,0.0068916925,0
1431599,50.036736,0.28773995,2671761.2,409270.95,2.2910149,0.060615897,0.43589202,0.051885468,2420.0716,228.31461,0.82492496,0.1514021,2309.4345,163.50592,2.1156798,0.075626909,1695.98,104.41688,0.5320638,0.0070680187,0.077368405,0.0066607729,2.3713588,0.0081680978,0
1432587,16.530515,0.10045029,343518.9,31437.39,5.5562693,0.084682759,1.1441859,0.081119664,1089.1225,76.242785,1.5346388,0.18061254,1233.7969,48.589839,5.0569871,0.12359703,989.92574,35.522414,1.0714699,0.0058499766,0.1847571,0.0097213427,6.0891037,0.0053681285,0
1433593,15.744159,0.17151705,452.51872,16.394771,68.775504,0.39409406,9.9798088,0.36759015,226.1695,4.0503211,18.59804,0.60023299,202.36368,3.9442974,62.731914,0.84709019,106.34629,2.1398985,6.2448239,0.0079109226,0.82567737,0.011593156,69.256868,0.0067743133,0
1433730,7.6275288,0.073848195,1911.8516,78.608534,40.27161,0.27546852,6.4224864,0.21432895,325.09613,7.2820332,11.682873,0.44083692,288.79207,7.1382571,38.060288,0.61331963,175.35429,3.7091171,4.0976522,0.0082229424,0.51152025,0.013266007,40.801083,0.0089245509,0
1433803,0.49493076,0.22034299,366.4476,8.2837669,152.30927,0.2521236,14.472745,0.23942553,191.39732,2.1892966,38.382209,0.79482901,177.14363,1.6468466,143.74363,1.2430463,115.28142,1.0537355,12.172148,0.00667623,1.509816,0.010641823,149.50752,0.0061907442,0
1435573,12.256646,0.10582441,12519.525,564.05723,26.642577,0.18074109,4.5475961,0.13361394,539.86448,17.368146,8.7527736,0.45264615,522.81652,17.453884,25.277384,0.51950364,377.58062,7.8419047,3.7319458,0.01431483,0.66157287,0.024907609,28.481663,0.013258117,1
1569842,8.3259206,0.39177017,518.9601,12.793786,135.92012,0.21790148,11.413863,0.21822231,190.42791,2.4633988,34.918438,0.83106459,186.12382,1.9195836,123.67969,1.4826268,121.82701,1.1966332,11.780225,0.0067025761,1.5748442,0.011210089,132.89148,0.005826455,0
1571780,6.0276296,0.066902209,1149.488,42.147111,48.24911,0.30023992,8.2006409,0.21825153,259.2565,5.73986,15.003412,0.52944852,232.47446,6.195495,47.141831,0.82255362,153.66655,2.9703775,4.7260865,0.01094466,0.60554478,0.018989253,51.621416,0.014953507,1
1572175,22.020477,0.21820652,1338.5075,50.726704,55.283196,0.29257814,7.5759507,0.25913636,280.20713,6.1647988,15.675655,0.59883272,265.34215,5.9978347,50.222253,0.75129609,159.35578,3.0004482,5.3934893,0.0087656366,0.70685403,0.012003585,59.455292,0.0088225795,0
1572780,5.4226327,0.043331408,13907.641,868.40004,18.451756,0.17938269,2.9683349,0.130436,542.52611,20.718969,5.3861978,0.34701269,564.16764,17.377633,16.690165,0.31855052,321.35853,9.6083211,2.7318667,0.0092630306,0.42442544,0.016302587,18.451526,0.0071616705,3
1575886,14.501337,0.23574619,203.34188,5.8136884,100.10939,0.44492293,15.035398,0.41753823,169.88113,2.5141052,29.65387,0.75680542,137.82772,3.1046297,94.63268,1.5668124,87.519738,1.4850398,8.0679423,0.01341745,1.0192855,0.02128109,106.00574,0.013199549,0
1576043,45.841056,0.26948046,521928.14,49374.994,5.1733155,0.079692811,0.98668251,0.073547956,1307.9774,91.909049,1.4459682,0.18522989,1387.8412,60.664628,4.5853486,0.12130731,1132.8598,42.138935,0.96096642,0.0073458765,0.15632587,0.010356193,5.2290012,0.007008862,3
1576469,5.0446869,0.10683992,340.39629,8.7446456,89.655902,0.37851038,14.297191,0.29718639,187.21077,2.9477024,26.055399,0.71288443,158.56266,3.3575967,85.837939,1.2620616,110.42938,1.5057936,7.4539484,0.015580363,0.8408245,0.020079009,96.997975,0.014554836,2
1717618,17.463375,0.35752448,136.54622,4.8456484,122.44873,0.43447868,12.518495,0.51862767,155.28949,2.1541314,30.288682,0.75287452,146.17653,1.7947435,110.73458,1.6506951,65.422891,1.3446184,9.6930152,0.0080308729,1.1716459,0.012919878,118.20364,0.007240446,0
1719297,16.651786,0.10330373,155657.91,12252.932,7.2095891,0.11320525,1.5965749,0.092969038,950.27157,56.812683,2.269632,0.24624701,1021.1466,44.192179,6.5917809,0.17022957,787.84388,26.950987,1.2157441,0.0078014461,0.16898703,0.011466286,8.0801305,0.008242957,0
1719422,67.070266,1.1681466,275.97476,9.3676501,136.93927,0.36487274,12.263428,0.42934845,159.309,2.3561974,36.234784,0.95271264,154.59452,2.7362454,130.12537,3.1784217,92.064875,1.6104387,11.304921,0.0089063097,1.4454588,0.013356206,138.4915,0.0081153058,0
1720241,76.034929,3.0262088,130.89404,5.7319074,221.72484,0.9860424,20.58253,1.0450689,135.69285,2.1071516,48.008096,1.6361433,120.47122,4.7832204,193.69277,7.0178806,82.123948,2.5115415,15.973541,0.011154271,2.0198711,0.017345787,214.13894,0.0082890177,0
1720425,7.4309364,0.067403555,8329.5638,366.62757,28.684304,0.16557498,4.3069634,0.12641226,426.60744,11.996655,8.565631,0.39216872,422.33251,10.695561,27.772503,0.45292034,299.72509,5.9225822,3.7448494,0.010223922,0.61874866,0.016955609,29.10749,0.008766841,1
1723047,36.660959,0.67952839,70.45664,3.286463,145.07525,0.64316557,14.818731,0.82774842,129.71258,1.7893937,38.031969,0.96076515,114.30762,2.1704523,132.20732,3.8208313,51.114219,1.5710114,11.42866,0.0080320252,1.4218297,0.012832245,140.29413,0.0073279997,0
1723752,38.536352,1.3160587,129.06116,4.1111934,198.41284,0.50056744,16.460753,0.55723509,139.97694,1.6680014,50.408619,1.119788,123.96474,2.6275875,181.06415,5.5998619,72.944987,1.2365078,14.989459,0.0103488,1.8625198,0.014562879,199.78341,0.0085339118,0
1723843,30.235375,0.48927466,327.77192,9.1045831,112.04104,0.30632624,12.372964,0.31042701,175.4863,2.3712004,30.56058,0.74329116,152.20621,2.426133,107.65875,1.7847471,100.79899,1.3773234,9.4246263,0.0073290455,1.1903786,0.012111578,105.66238,0.0074015826,0
1725190,1.9831049,0.077421256,222.40707,5.950446,99.456168,0.36900712,13.957116,0.31554628,168.69016,2.4231388,26.063102,0.69773019,146.3265,2.2976262,92.665988,1.0810556,88.190763,1.1830571,7.880586,0.010255082,0.92004717,0.018099809,103.2648,0.010918142,2
1725552,8.268125,0.053474278,91857.427,7269.1886,7.9366154,0.1133056,1.6706546,0.095734767,809.62337,43.881762,2.4834383,0.21020141,833.72488,33.062906,7.2590437,0.17632887,619.09262,20.794895,1.2169502,0.0055765067,0.18691015,0.0087099682,8.1535216,0.0060940682,0
1725732,28.780085,0.17241431,1376224.9,174935.5,3.3094229,0.053789596,0.58884478,0.047504819,1919.6802,149.68687,0.85707592,0.094802149,1945.7428,77.413672,3.1263311,0.079208943,1419.0573,71.157653,0.69077313,0.0045212717,0.10956802,0.006790192,3.2275982,0.0044307935,0
1726211,8.3085756,0.072858969,3816.5938,186.18133,31.167737,0.21240109,4.7263898,0.16265334,349.31882,9.7742441,9.100731,0.42725677,355.77601,8.636093,30.039464,0.47531078,212.51032,4.9718954,3.8180112,0.0085058853,0.61509001,0.014167703,33.349586,0.0096814089,1
1726245,17.192831,0.16861479,975.46747,41.8609,49.25387,0.32619425,8.0157064,0.26362546,282.49118,5.9072436,14.289612,0.51715636,231.1821,6.1424276,47.608194,0.84100527,139.92974,3.0758102,4.9674179,0.010882695,0.70722705,0.020119005,48.779532,0.010554877,1
1726291,74.087732,1.341643,351.16199,10.827989,150.56428,0.31040631,11.467211,0.33015993,169.15709,2.309545,38.415102,0.94747202,154.41728,2.6842627,139.89613,3.6854346,100.43396,1.4649836,12.873989,0.0070124136,1.7545189,0.011014037,145.5134,0.0061880019,0
1864183,12.375417,0.13773535,2425.9888,75.068115,54.790367,0.22967587,7.9015159,0.18592046,331.93383,6.7825061,16.059122,0.57014231,295.4227,7.0621912,50.537783,0.78289186,219.14157,3.1266745,5.5145655,0.0068020855,0.72795534,0.010708275,55.617913,0.0071602869,0
1864855,14.33604,0.3895483,180.76206,5.4348025,127.31478,0.3991557,14.325471,0.43912509,185.44329,2.3288345,33.23397,0.76612519,161.33155,2.1174154,115.27149,1.7149264,80.539952,1.3220719,10.446565,0.0068184663,1.3021482,0.011317661,128.07019,0.0063391339,0
1865262,43.381475,0.36942142,2490.4828,81.829668,53.227163,0.19808849,6.6318754,0.17157148,309.42061,6.1915256,15.198783,0.53403606,284.53697,5.9249441,50.064718,0.72488171,203.40611,3.0492603,5.5816708,0.0072375232,0.76606638,0.010200137,56.36253,0.0077014988,0
1865595,15.097675,0.099611688,71212.09,4188.0179,12.25456,0.10840024,1.9673835,0.083933613,774.65389,33.900181,3.6251581,0.2729829,749.71146,29.264685,10.81104,0.25628238,592.0259,15.377989,1.8175323,0.0076174488,0.27105972,0.010487393,12.273287,0.0070148868,0
1865747,6.4148314,0.092986183,1517.1675,46.109903,63.700573,0.22757829,8.2241626,0.19061246,293.26327,5.1677292,16.655197,0.50401177,257.31345,4.4215302,58.523753,0.69332746,176.80317,2.428507,6.1151472,0.0083329394,0.78106213,0.012181028,67.858282,0.0088410325,0
1867706,15.760343,0.28793021,361.49524,9.168232,106.12511,0.3205068,13.663127,0.33097033,192.27317,2.7449565,28.543108,0.73281364,166.7697,2.7591734,96.857731,1.3438973,111.2432,1.4259531,8.7467712,0.0084339339,1.0954885,0.013464535,106.74549,0.0086113819,0
1868101,21.023346,0.17229582,5431.2518,222.13992,32.131655,0.26428345,6.1776192,0.18930843,468.30954,11.814946,9.1053858,0.36546303,413.28218,11.370105,30.656215,0.54650991,289.88153,6.1777035,3.9042634,0.011086385,0.56792033,0.017949037,33.899233,0.010995008,1
1870196,54.632399,1.6202284,209.84676,6.4821992,191.24341,0.42503067,14.912433,0.44328621,162.72842,1.9109126,51.246217,1.1432623,135.00745,3.1900826,178.81546,5.364039,88.536102,1.3363655,14.9088,0.010143853,1.8992225,0.014315218,198.63156,0.0089692237,0
1870433,61.345635,1.8575992,35.271441,3.5802667,224.12073,1.6581681,15.177537,2.0351801,130.96055,1.7620382,62.533459,1.5748943,96.412869,4.5550456,200.28004,6.8786196,36.45911,2.4712067,16.098104,0.011473146,1.8701766,0.025828248,216.11562,0.0090610363,0
1871314,136.94379,1.1666349,2663.486,91.249309,58.671858,0.22230212,7.4799142,0.22048614,338.40874,7.0333746,15.464148,0.58913361,305.05532,6.5552807,53.264216,0.86200513,223.38286,3.490027,5.7088971,0.0088282994,0.71321266,0.013439539,63.101474,0.0086631655,0
1871927,72.725844,0.70751228,1741.3149,58.737675,66.221418,0.23307176,8.2952451,0.22147747,298.97249,5.8787109,20.272828,0.702922,257.9565,6.3966917,62.951192,1.1080714,190.2168,2.927363,6.4644831,0.010968356,0.80842835,0.019803594,71.861185,0.013520459,0
1872166,17.999689,0.21536483,484.7297,14.561,77.556034,0.35294812,11.344717,0.3047066,213.70458,3.8552152,22.698236,0.73228381,186.50573,4.2174795,72.606567,1.1301935,117.37451,1.9275386,6.7406794,0.01418877,0.8446656,0.020824386,81.271132,0.013484744,2
1872469,148.18773,1.1883866,2166.0244,74.816255,57.23916,0.23802229,7.8046357,0.2494025,327.80139,6.5058073,16.188181,0.55452355,288.69518,6.7263361,54.676052,0.91508301,205.7663,3.4637565,5.7039031,0.0071383978,0.73889584,0.010142952,57.608793,0.0065872784,0
1872517,74.241303,0.5247679,11616.554,547.12826,25.814119,0.16638836,3.8690857,0.13245586,524.7004,15.253716,7.174359,0.36719915,473.37247,13.734647,24.277514,0.45852985,335.44592,7.2908932,3.2898569,0.0060648665,0.48500073,0.009700538,26.097873,0.0065124633,0
1873510,285.03096,1.8264699,4201.3143,207.30875,30.041521,0.20002528,4.3467339,0.17400208,321.5767,9.8359715,9.008055,0.45347434,338.16509,9.1847645,29.472662,0.55264823,213.80469,5.3599909,3.8591275,0.013974001,0.65128077,0.020247186,29.912124,0.010311188,1
1995358,54.891552,0.41613532,8773.9048,483.93755,24.847652,0.17325496,3.7887421,0.14093429,482.42272,14.112595,7.0841612,0.32136149,432.09019,11.514412,24.962378,0.44524944,288.43282,7.2198436,3.3355137,0.010277538,0.53654984,0.017887028,25.616614,0.011797571,1
1995859,7.5253221,0.079961903,1866.319,69.167832,45.953449,0.24830763,6.8850101,0.18925217,298.24586,6.5762546,13.910443,0.51587304,271.81713,6.8319085,44.219287,0.730192,179.40459,3.3217153,4.8336714,0.012083264,0.7274743,0.017685968,47.545617,0.012068247,1
1996078,82.986635,0.87031967,864.62835,27.421922,83.782018,0.2722958,9.9224587,0.28788319,254.17735,4.0356895,23.280914,0.67061802,221.43728,4.1316019,80.00611,1.2968414,146.59529,2.2498176,7.7680354,0.0083444572,0.97922053,0.012793242,86.634985,0.0085278973,0
1996415,98.848664,1.485605,475.34938,15.380727,126.86548,0.32369655,11.852074,0.37015261,208.46168,3.0070036,32.875387,0.86926275,192.57885,3.1675938,117.60061,2.7471583,118.79134,1.9006344,10.784306,0.0082693555,1.3636546,0.01297601,132.11331,0.0074557107,0
2010137,40.301454,0.24635397,290126.05,23306.214,6.6665401,0.091963697,1.3866674,0.074153407,1298.6747,72.748122,1.7600398,0.16471596,1269.4868,48.107998,6.1100182,0.14543417,1002.4471,33.699332,1.0983637,0.0062756343,0.15752376,0.010509061,7.2593406,0.0076578798,0
2011582,32.297249,0.2579947,1973.792,81.980386,39.666893,0.28845448,7.0079625,0.2143668,320.4916,7.4667992,12.199617,0.46028504,285.16037,7.9747583,38.468642,0.70181203,186.12609,4.0857098,3.9447021,0.018241734,0.47635282,0.020326342,42.298995,0.018439063,1
2011870,94.224498,0.54792769,1009957.4,100192.14,4.1267054,0.066972489,0.75656502,0.049470701,1726.8913,119.8329,1.202254,0.15181913,1666.4607,77.385845,3.7565208,0.10441937,1380.3703,59.468552,0.78349066,0.0055362801,0.11239864,0.008743346,4.1772673,0.006870399,3
2011891,17.052542,0.38832218,918.89295,23.770975,114.35669,0.19804992,10.009957,0.21133016,226.11397,3.1798184,28.888533,0.69428545,216.09007,2.3911723,103.55924,1.1293181,151.80852,1.5828847,9.7167457,0.0064471655,1.2359568,0.0096459236,109.27657,0.0053610259,0
2013502,21.32474,0.21168894,863.67212,26.929761,61.466914,0.2910075,9.6941238,0.23502551,243.49183,4.344535,18.522222,0.53994881,203.01643,4.8012742,60.71934,0.98762266,144.83027,2.3027533,5.7780702,0.014089605,0.77833579,0.023448262,63.119834,0.01416074,2
2014684,18.621627,0.11407919,253063.75,20567.072,6.1245062,0.080846934,1.195748,0.062255373,1084.9303,60.743627,1.7752072,0.15806615,1030.0633,41.324799,5.6307443,0.1395721,869.39824,29.320294,1.1148917,0.014186305,0.17973067,0.011995731,6.1227915,0.015813189,3
2015820,2.2613203,0.035151455,1517.0653,59.746691,45.279385,0.31476694,7.4015932,0.22906887,306.6212,6.6183903,12.384796,0.44973884,278.48555,6.1646611,43.467656,0.63470508,167.69993,3.5195855,4.6613704,0.0091827981,0.65034453,0.014101533,45.934467,0.0086091617,1
2016676,15.191484,0.20630868,383.61171,12.226753,80.974036,0.39730072,12.200385,0.36561069,205.11966,3.4543803,23.709511,0.69269303,181.01954,3.7579018,78.005128,1.1288572,108.27756,1.9228523,6.9402014,0.012426275,0.8990021,0.019743351,83.257076,0.01312645,2
2016706,5.3503558,0.058111338,3411.0624,131.63591,38.878513,0.20989106,5.7787574,0.15807585,351.48242,8.2600726,11.72955,0.45478678,320.63291,8.174761,37.328415,0.61287441,222.19648,4.0669534,4.379012,0.009394303,0.64402554,0.016340908,38.739199,0.0093154284,1
2016978,90.522915,0.85424377,1272.8272,39.437369,76.17477,0.24527843,9.1196128,0.24438809,271.89292,4.7492059,20.84876,0.6600746,247.96646,4.604229,69.897894,1.0989338,170.52252,2.4799463,7.2469955,0.0080394773,0.95145326,0.012123722,80.651697,0.0084758887,0
2017541,11.140288,0.07403725,147834.45,9363.5296,9.2870263,0.09399692,1.7616822,0.077345223,946.22246,45.437934,2.6682124,0.21038309,907.88529,34.271264,8.3477564,0.19341498,807.05277,21.087907,1.4582824,0.0062044201,0.22781232,0.010147213,9.7597998,0.0061623109,0
2018283,68.784357,1.4249976,183.56003,9.1973738,139.1319,0.52930401,11.273602,0.64623085,196.10277,2.7499647,35.8815,0.89980929,183.28355,2.7637634,131.7201,3.0219518,71.947466,2.0675949,11.164649,0.0090922657,1.4017339,0.012846468,137.01814,0.0078904611,0
2018392,18.020506,0.14424177,4185.0346,175.15295,33.653543,0.2118543,5.1625536,0.15830736,387.82392,9.5596056,10.094891,0.39929094,342.80994,9.4314191,32.430451,0.58125471,232.61011,4.8392443,3.7938462,0.0071190321,0.50715406,0.012078388,33.902198,0.0083034236,0
2018537,54.002896,1.7738804,201.6484,6.5341292,183.87808,0.42825795,14.918795,0.51419256,158.21031,1.9772493,46.06239,1.0600534,149.77373,2.9452647,173.54446,5.2623518,86.801852,1.473989,13.81679,0.0080139075,1.6762514,0.012312765,184.35734,0.0077348196,0
2140446,20.776073,0.2157161,2621.2529,83.312368,57.785046,0.21831602,7.6038423,0.19932719,345.26089,6.8829208,16.184834,0.57462181,315.3876,6.7107398,51.761444,0.72554446,223.44687,3.1238937,5.6812958,0.0058593757,0.75154336,0.0092380293,57.209626,0.0065579038,0
2141255,61.85596,1.2454871,282.15982,8.5178813,148.80539,0.39484086,13.879819,0.44697837,169.61724,2.3649794,38.625579,0.95705853,160.90226,2.8006024,137.14973,3.5068271,99.045062,1.6440676,12.362932,0.0082793341,1.6296137,0.01322225,151.71742,0.0085488085,0
2141652,54.886802,4.2100598,23.659567,4.3141921,327.36347,4.20315,20.010793,5.5203433,112.35217,2.0443812,83.208608,2.1217912,45.849762,15.144107,215.79348,7.9707236,34.192483,6.9321676,22.006887,0.015111052,2.234281,0.0051655973,341.75,0.0131703,0
2141928,6.6358342,0.069487491,5744.2754,229.13623,34.959011,0.2045621,5.7474701,0.16280169,455.34276,10.739929,10.523015,0.39014666,378.43318,10.511788,33.321276,0.58901654,287.54866,5.1659439,4.2120637,0.012198806,0.62689387,0.01883742,36.458586,0.010484073,1
2141932,96.315995,0.69641157,14522.179,681.66863,24.874561,0.17757574,4.1949524,0.12971338,578.47459,18.072246,6.0509384,0.3529936,515.63826,14.501656,23.346577,0.43498561,390.55702,8.4894248,3.0255676,0.0082083321,0.44068078,0.012861678,26.823314,0.0086476394,0
2142095,14.476615,0.11694085,4472.9164,239.25716,29.228037,0.22316309,4.2937976,0.17253451,429.3311,11.261953,8.4511104,0.36405031,399.25165,9.9412678,28.479642,0.46704442,219.24718,5.9313287,3.7367631,0.010047367,0.59297846,0.016666266,29.274128,0.0086760354,1
2155869,51.851721,0.63651634,319.81699,11.027098,93.779494,0.52174471,14.246303,0.55312917,233.2003,3.5245702,24.983308,0.68281918,194.66226,4.0556635,85.478202,1.4493773,106.82521,2.5065473,8.1491222,0.0096851637,0.96901109,0.013646765,99.05668,0.0094389423,0
2156178,2.9095503,0.03162155,6377.1064,297.80883,28.533176,0.22010893,4.9122752,0.16711502,485.4815,13.041617,9.5097721,0.36928191,436.22503,12.702878,26.923523,0.4860123,280.05969,6.4403477,3.9402298,0.011175815,0.65850091,0.017958854,30.33282,0.010197255,1
2157059,90.35606,0.64961837,21465.297,1180.5243,23.755962,0.12888787,2.8393674,0.12951668,533.00535,18.2194,7.0227052,0.36990311,536.48116,14.797752,22.010667,0.39052507,390.46547,8.8740735,2.9955105,0.0096109498,0.44543757,0.014519331,23.642348,0.0080982478,0
2157650,74.088244,1.3422004,324.2952,11.105424,140.06799,0.33712437,11.657486,0.40684051,174.97601,2.4879913,36.694654,0.88493782,166.80792,2.73928,133.71395,3.1639531,97.301808,1.6540854,11.319412,0.0080638367,1.4005616,0.012561573,139.10979,0.0072503987,0
2157901,9.6147245,0.083580971,4748.8949,232.35398,29.786466,0.25609762,5.467439,0.19673783,465.67618,12.404786,8.6842432,0.39566094,419.82533,12.138582,28.028194,0.51451046,254.95636,6.3193537,3.8462425,0.012942739,0.74255895,0.016941463,30.025379,0.011494863,1
2158410,16.429164,0.14045419,515.69915,24.508363,47.663132,0.42470387,8.4750363,0.31685111,211.45955,4.6603552,14.394536,0.49542707,199.74461,4.7460748,46.902164,0.74936369,104.61284,2.9117839,4.3311678,0.014535517,0.57180752,0.0064166101,51.067718,0.014803806,1
2159864,107.35556,1.0316912,676.0051,25.167849,77.516767,0.3387967,9.6112911,0.35399107,211.69353,4.3499049,20.647909,0.77400699,201.09855,4.4142343,68.810137,1.3963108,127.55551,2.5413916,6.9514745,0.0097296148,0.89691425,0.0151841,77.52211,0.0085826341,0
2160901,24.095724,0.25262116,1344.5324,45.397355,59.581175,0.29118674,9.1745082,0.25500169,315.31206,6.0095034,16.319479,0.55864658,263.48378,5.9518447,56.395615,0.86484091,175.78141,2.8859241,5.6718079,0.0078257614,0.70806407,0.012464768,62.947824,0.0092622703,0
2161831,89.275346,1.6462772,367.87672,12.504565,146.26186,0.33630219,11.427143,0.3805314,181.84116,2.4643751,37.86633,0.93889349,167.94567,3.0389009,140.67703,3.5962616,102.60679,1.6641243,12.405287,0.008715313,1.662935,0.013331043,139.90278,0.007665978,0
2163856,18.544053,0.19898298,397.90646,14.745813,71.799198,0.35311409,8.779807,0.33498321,190.78575,3.5168836,19.583738,0.63322145,183.78632,3.1738045,66.273863,0.85435418,93.531743,1.8857753,6.1227706,0.009981454,0.80683146,0.011540947,72.970976,0.0095547199,2
2164262,53.666165,0.50962245,1980.2331,67.482385,61.010002,0.23168321,7.8266435,0.20535883,296.80415,6.2184084,17.038237,0.60464659,278.18153,5.6197518,55.235954,0.81150261,197.03308,2.9576551,5.9957794,0.0090939483,0.76636141,0.014773494,66.235814,0.010401286,0
2164327,7.3507842,0.071811849,1325.6366,47.063796,45.779259,0.24084015,7.20455,0.190526,259.92489,5.3078054,13.142665,0.45961069,222.21821,5.3371702,44.387259,0.70838594,154.6718,2.6386688,4.7422559,0.013663771,0.64397763,0.020426791,46.704139,0.013288613,1
2164379,110.34854,1.6676365,604.1292,19.797616,121.94779,0.30625685,10.914161,0.34710474,212.10741,3.216224,30.444045,0.8606799,209.77182,3.2126804,116.61587,2.4632436,128.50893,2.0379876,10.281429,0.0066260454,1.3014249,0.010526437,115.47086,0.0068923397,0
2164874,7.6303344,0.052738806,25684.509,1663.5819,12.957957,0.16803784,2.7601149,0.12326074,696.23414,26.46544,4.1014767,0.24072356,626.02173,22.625012,11.905949,0.26388099,421.09265,12.93695,1.8197666,0.0067178641,0.24575677,0.010145669,13.791216,0.0077328049,3
2165198,31.623437,0.40484369,365.83545,12.637045,89.677962,0.42681241,12.074971,0.4286775,229.88953,3.6199561,23.047775,0.66085453,212.04394,3.2761087,80.696341,1.0745254,105.18352,2.0607114,7.7652001,0.008939397,0.95592964,0.013562128,94.299543,0.0089137842,0
2165450,8.2224299,0.17847436,187.0771,5.0304023,104.29719,0.49274297,16.320763,0.42891745,170.1905,2.467254,28.965441,0.75519002,145.51272,2.7977981,96.790537,1.3721168,87.464635,1.4600838,8.1408219,0.013032937,0.91292446,0.017546069,106.40387,0.011232769,2
2165615,84.588824,0.60356951,1989.4501,88.735429,38.074134,0.22031174,5.5441413,0.18840175,269.05907,6.667452,11.264142,0.47730524,268.27096,6.3209932,38.071958,0.63825473,166.18393,3.5916354,4.2086038,0.013158748,0.64060728,0.024343455,37.17715,0.011884734,1
