KIC,noise,noise_e,Pg,Pg_e,numax,numax_e,sig,sig_e,a1,a1_e,b1,b1_e,a2,a2_e,b2,b2_e,Ptot,Ptot_e,dnu,dnu_e,dnu02,dnu02_e,fm,fm_e,evoflag
5457518,9.3445521,0.72717236,101.34547,3.2367731,164.20443,0.46391102,15.722273,0.58781216,165.09866,1.8857854,43.196684,0.91949252,143.79416,1.9202064,150.45965,3.4285597,63.1731,1.2862596,12.862475,0.0078959548,1.6187309,0.012623041,158.45824,0.0069882523,0
5457811,4.7213879,0.049398104,8718.9532,339.8004,31.421403,0.21280188,5.3987082,0.15467744,518.6401,14.446058,8.4547471,0.42603438,482.62032,13.413553,27.460653,0.47782531,343.35431,6.3444898,3.5779585,0.0083086726,0.47748678,0.012375238,32.04258,0.0083794899,0
5458219,58.145904,0.34301512,207356.86,18512.374,6.9336073,0.090350094,1.1743225,0.072062605,1153.247,66.562506,2.1884262,0.26581543,1111.9119,59.14548,6.2440712,0.18874711,779.53091,29.259341,1.2622188,0.0082354628,0.23014608,0.011002986,7.1374638,0.0074224433,0
5459287,8.3025013,0.12077825,346.35019,10.179476,81.487912,0.35537134,12.132266,0.28828215,192.92831,3.0494546,24.597543,0.6738947,159.08812,3.4629316,77.743316,1.1778875,102.60531,1.5763039,6.822949,0.012175467,0.8239673,0.018022726,81.931241,0.010777456,2
5459494,5.7842733,0.1100062,247.43782,7.3612551,88.277003,0.45680911,14.107765,0.3841195,197.1572,2.8345335,24.528972,0.62629963,162.50887,3.0361307,83.064508,1.0895169,93.517343,1.5741027,6.9596613,0.01516009,0.87133254,0.0037322575,97.758833,0.013883857,2
5459563,113.82826,1.7766428,69197.095,11116.269,12.560083,0.2176667,1.9645363,0.17202971,696.46884,76.13672,3.0456999,0.39253562,761.25807,33.716914,11.852601,0.32682188,580.14965,37.485425,1.8941402,0.01302228,0.2903919,0.022244344,12.940552,0.014836015,0
5459855,6.2314616,0.10306406,764.53215,21.802559,77.100592,0.24591375,9.7292753,0.21879323,228.73841,3.7786312,22.119871,0.62731815,203.00287,3.6290908,71.695248,0.89941188,136.51358,1.75573,7.0046686,0.0086557294,0.90806996,0.013049389,77.963028,0.0084842397,0
5460741,11.255478,0.10926668,1432.2338,61.859603,42.709233,0.34181578,8.2024643,0.29057292,333.09915,6.9209947,12.282547,0.39655563,284.88938,6.7758965,42.688157,0.66478231,171.5152,3.9906682,4.5021606,0.021622864,0.55961981,0.026760259,44.131718,0.017314972,1
5461146,71.384437,0.72118838,1698.1151,70.940744,56.319367,0.26982818,7.2504975,0.23834748,295.5016,6.7279611,15.855454,0.62198004,259.58027,6.2630821,53.410701,0.92255446,175.58476,3.3932484,5.594196,0.010355443,0.74333933,0.017017348,56.715667,0.01055422,0
5461447,17.291215,0.13342326,13145.083,728.92275,22.050539,0.16196194,3.31813,0.12640386,527.09014,18.380798,6.6265639,0.41519787,507.94051,17.393911,20.371925,0.43366678,330.3887,8.4751909,3.0229929,0.019063845,0.52412719,0.033526585,23.322333,0.019074801,1
5461921,72.99621,0.77788822,1320.7416,41.879082,84.165968,0.20825748,8.0101392,0.21941848,248.17616,4.1771093,22.279158,0.6409876,236.71661,3.5217043,79.045491,1.0816625,162.78768,2.1560353,8.1332309,0.006946278,1.1237375,0.010738298,82.969181,0.0057561574,0
5462797,17.428095,0.11027833,19834.828,1503.9891,11.88532,0.14065374,2.0101197,0.10272813,544.62085,22.867013,3.6300046,0.2488563,539.49766,18.468452,11.208722,0.24003675,315.67742,11.337865,1.6119733,0.010198689,0.22311187,0.016184839,12.253357,0.010013544,3
5468123,87.623745,1.0406721,841.57343,32.13412,96.169987,0.22891641,7.5996393,0.23841866,241.30588,4.0056465,21.274338,0.64786381,207.18492,2.8200712,93.471957,1.4857668,126.55439,2.0068167,8.539839,0.0073850759,1.1036958,0.012024028,95.926124,0.0071034678,0
5468161,33.747661,0.54190355,250.44574,9.0415769,110.37817,0.42942831,12.31772,0.50439205,211.19062,2.9456222,30.105391,0.74776091,185.35776,2.8448685,102.18781,1.5671361,87.889606,1.828233,9.0287421,0.00817675,1.0819389,0.011601068,110.17993,0.0074390136,0
5470218,68.352217,1.5908852,240.5878,7.8029117,169.97306,0.41422904,14.552654,0.49465339,166.76777,2.1133244,43.696552,1.0255566,149.91224,3.032919,159.19482,4.6136365,93.642976,1.582058,13.583699,0.0076531499,1.7950758,0.012467331,167.32432,0.0074413195,0
5471005,138.46409,0.81344916,64250.273,5416.8416,8.3401694,0.13500548,1.7239239,0.099874144,653.36328,48.411069,2.7943463,0.35118732,834.43365,36.243335,7.7409778,0.19918556,525.94623,20.651301,1.4801619,0.0083148108,0.22510148,0.010632483,7.9876638,0.0067827231,3
5471396,11.698651,0.2036951,22047.372,2989.1103,16.147917,0.31498058,3.0075069,0.28790972,487.46451,46.514181,4.7963168,0.77138824,533.28033,27.128314,14.95324,0.44950933,405.51243,22.075561,2.1784821,0.032698172,0.34167666,0.036928352,16.732067,0.030136687,3
5472717,26.910232,0.38314179,557.07497,15.544762,97.693989,0.28665165,11.353998,0.29500508,219.66101,3.1680016,26.153026,0.66470625,194.7957,2.9282286,90.808586,1.1709103,125.87988,1.6618117,8.4072602,0.0087103295,1.0445841,0.013467031,102.42934,0.0086512493,0
5472964,81.565668,1.4858553,386.61286,13.13498,143.28019,0.30850672,10.52291,0.3604875,180.1809,2.4628628,34.902743,0.86023282,167.09669,2.7356175,138.16761,3.3278358,100.93805,1.627448,12.193995,0.0061576757,1.5972834,0.010241555,137.68572,0.0057570629,0
5472976,12.711159,0.20090121,521.45366,15.478264,85.831995,0.3638969,12.23272,0.34467075,255.75969,4.0947403,22.135091,0.69744425,219.81737,3.8679024,76.859871,0.96462668,126.41062,1.9360873,7.422841,0.008942667,0.88968011,0.012717609,90.086141,0.0078109661,0
5473628,44.750875,0.53946325,186.03828,7.6673437,91.74042,0.58515628,14.037204,0.62553938,173.8184,2.9506646,25.82761,0.80749586,150.53637,3.6858756,84.556205,1.7067573,80.864804,2.2854805,7.5096325,0.016002275,0.95148049,0.022214119,98.802579,0.014967327,0
5473840,30.019462,0.40054001,303.7531,8.8964024,92.293879,0.44982362,15.058587,0.43899804,190.47402,2.9442205,27.085423,0.705618,156.08274,3.8368146,88.615568,1.542579,107.04989,1.9787552,7.5551007,0.013263946,0.91167866,0.022377779,98.922658,0.012840963,2
5474712,90.679396,0.69416277,4863.942,261.18475,31.204302,0.24305032,4.7571464,0.19079277,385.46415,12.557218,9.1151067,0.53491526,416.39951,11.422802,29.897411,0.54704961,240.64811,6.4750833,4.0535623,0.018067153,0.71180011,0.022943918,31.760918,0.015370884,1
5475952,45.731155,0.37989389,1704.0775,63.272879,48.796515,0.27476765,7.2747072,0.24289246,321.91119,6.4281696,13.36695,0.45197811,274.30561,6.2018343,46.442092,0.71507838,176.20096,3.4190046,4.970014,0.0066441426,0.66276102,0.010442149,49.949295,0.0072669169,0
5476034,76.418843,0.57267832,6135.0408,265.69396,33.21754,0.21682101,5.4485207,0.17206418,449.66378,12.034799,9.4612238,0.44993132,412.75729,11.667647,31.844357,0.59411283,289.31736,5.9923368,4.1418245,0.012170062,0.66713211,0.017768541,36.326709,0.011609165,1
5477873,41.243622,0.32803381,2548.0101,110.27208,37.85781,0.24071944,5.7576769,0.19281016,342.75218,8.304144,10.26782,0.46941474,300.0462,8.1094927,35.457283,0.6416058,191.66521,4.0958167,3.8793594,0.0078150821,0.51294248,0.012210027,38.692806,0.0081751907,0
5477973,87.866523,0.6701957,5428.6563,240.26937,33.4479,0.19567661,5.0509377,0.1650411,403.31256,10.338359,9.4315585,0.38389308,362.46966,9.2093235,33.065669,0.57258351,262.02294,5.3457897,4.1897479,0.014799097,0.67144159,0.02069173,36.704401,0.016316011,1
5478010,17.14953,0.14374619,4103.4438,167.72258,35.454271,0.2138408,5.4496658,0.15404235,366.69892,9.3302219,10.726745,0.46660166,351.18881,9.4527067,34.568562,0.60831564,236.65958,4.7589245,4.2839099,0.0086843127,0.69069914,0.013403476,37.554673,0.0083191809,1
5478864,9.46282,0.090701875,5071.3293,209.00407,34.824159,0.1805264,5.084056,0.13609075,378.9561,9.6626104,10.709502,0.45239525,344.68179,9.5031582,34.31229,0.61033625,254.11324,4.828357,4.1708017,0.012181985,0.6373604,0.019531125,36.622194,0.011525422,1
5479483,81.877323,0.87441302,407.07439,15.105731,95.066322,0.33476523,9.8051568,0.37649437,178.77041,3.024742,24.831904,0.73853626,174.34585,2.8744306,90.100736,1.6308823,99.972242,1.9153618,8.2284741,0.0093610086,1.0189356,0.012741616,100.12462,0.0093790884,0
5480957,46.974535,0.62055234,225.70592,7.3896236,104.54129,0.44116961,13.970945,0.48748235,158.98646,2.4895987,29.843216,0.82390899,142.19354,3.132583,101.74967,2.0187814,88.872996,1.7979562,8.329155,0.016263189,1.0538988,0.02231973,109.19128,0.013335515,2
5512777,8.7077792,0.17482559,8627.8782,813.36784,30.972678,0.38575602,4.6778442,0.29427244,519.19245,27.511762,10.229153,0.86249356,487.07065,21.496931,28.567956,0.75003216,317.32402,13.146579,4.2391383,0.052033646,0.79931598,0.033670211,31.421462,0.037510182,1
5512910,69.614997,0.55954915,3390.5914,159.55916,38.282847,0.22655681,5.1668093,0.18642041,329.42316,9.1591179,10.579137,0.52185245,335.76177,7.9652972,36.231356,0.59518649,209.42092,4.6517294,4.3755807,0.011466102,0.67794612,0.019691158,38.713531,0.011473829,1
5514024,4.9599159,0.41324015,404.83199,9.3013471,144.6552,0.23792543,13.164284,0.23272354,185.73434,2.265633,38.750537,0.84740208,170.79526,1.8927756,134.0375,1.7587238,115.56056,1.1060027,12.38009,0.0079998762,1.690077,0.013081573,139.83751,0.0074738903,0
5514079,12.526818,0.2036813,817.57144,22.52536,87.939809,0.23827842,9.9981111,0.21929474,237.61856,3.8347413,23.967816,0.71026527,218.64758,3.4843483,79.572967,0.95187052,143.10772,1.7075494,7.8116655,0.0091996604,0.96725765,0.013197712,87.284932,0.0083143664,0
5514974,8.9728365,0.086606992,6868.9555,273.21696,32.815904,0.20424315,5.34393,0.15060068,460.51942,11.597971,9.318431,0.40192523,415.35766,11.208847,31.854033,0.55891011,303.20907,5.7994017,4.1128905,0.010161768,0.65042497,0.018479855,36.358569,0.0097363542,1
5515314,3.3542167,0.37404519,327.10361,7.6860616,136.99581,0.33004192,15.80814,0.36157564,197.84634,2.4678602,34.404389,0.75663209,180.45376,2.0921491,127.26395,1.4999935,113.82517,1.2678886,10.837093,0.0087075644,1.3188808,0.013389325,132.3056,0.0089020389,0
5515794,34.16102,0.31957391,1355.0794,52.631452,52.862046,0.25859065,7.4813515,0.23132304,258.9792,5.6127761,16.817274,0.57672586,234.73165,5.794195,52.498639,0.88486319,159.34054,2.9878538,5.1882755,0.020252957,0.7626267,0.021777907,56.660336,0.015454684,2
5515939,26.557865,0.21912139,8551.8226,401.05561,29.871852,0.19046813,4.7071216,0.13894394,462.08916,14.344614,10.093567,0.46602778,454.43875,13.839705,29.40041,0.57356742,317.48538,6.9728366,4.2402985,0.025862195,0.68926525,0.021076716,32.202902,0.019603674,1
5517118,14.45933,0.12860982,7681.1892,305.95852,32.108516,0.20194255,5.2668191,0.14884303,469.91786,12.303505,9.3431343,0.4037606,426.6101,12.06089,30.874616,0.56317409,318.31465,6.1901421,3.9003798,0.012382341,0.53368592,0.017839617,34.399017,0.01135913,1
5517310,16.50012,0.11900437,17971.352,959.16603,20.20269,0.12484619,2.774581,0.10261005,569.35098,17.013316,5.9751322,0.2843353,488.3774,14.774781,19.092497,0.36658707,353.25622,8.0643584,2.5905125,0.0068579255,0.36807661,0.010650315,20.407306,0.0065283457,0
5517442,13.467183,0.1185203,2901.5601,126.73394,36.419914,0.24055183,5.7433892,0.18392006,343.8149,8.3751342,10.341205,0.41394486,325.83658,7.67686,35.606944,0.55878226,204.28217,4.4698651,4.0408322,0.010345564,0.58766625,0.014890158,35.591329,0.0098737808,1
5521210,9.9707041,0.083281915,14216.405,718.11728,23.140859,0.16095469,3.3286001,0.12694651,514.06945,18.136593,6.3617864,0.41996528,493.9641,15.891921,20.361575,0.4076416,344.14815,7.7217576,2.8477721,0.0073809923,0.39955545,0.011682468,22.509501,0.008542398,0
5521718,18.086775,0.19480292,2950.7057,93.665643,56.816043,0.19267956,7.0861218,0.16455189,352.5212,6.7296978,14.992719,0.52360181,314.07094,5.9872803,52.365252,0.68576175,228.86767,3.1089719,5.9770165,0.0071763612,0.80891358,0.010495894,60.28879,0.0076046168,0
5522071,3.5000324,0.17599587,436.98393,10.468867,115.9092,0.2726448,13.101904,0.2505696,203.56738,2.697162,31.476543,0.73768624,179.71289,2.4375129,105.47144,1.1555199,119.77508,1.2476448,9.7280587,0.008690698,1.2271795,0.013580544,108.9971,0.0083748226,0
5522479,46.902224,0.41051243,720.99974,32.030637,58.6287,0.33698205,7.7755794,0.3372098,253.68987,5.1231418,17.53517,0.61257857,228.37193,5.2424854,56.100638,0.89979589,118.46265,2.7904498,5.4545015,0.0085187214,0.68915586,0.013678142,60.42806,0.0083995799,0
5522575,9.248543,0.24259474,345.741,8.5741732,115.79282,0.28227576,12.877426,0.26878238,173.56169,2.3798862,32.026312,0.75129226,161.0997,2.1343519,107.15873,1.2990485,105.62063,1.1956521,9.8845792,0.0071991554,1.2778682,0.011350206,111.02763,0.0076992851,0
5522686,9.3492949,0.087032227,262.91224,9.578933,61.833496,0.2634283,7.7093515,0.24891389,128.37651,2.6692348,16.302381,0.62125511,122.76596,2.3158991,54.361684,0.76634842,71.246881,1.2196472,6.208236,0.006515437,0.83703069,0.0098709748,62.887899,0.006682829,0
5522822,27.6904,0.20345079,11692.733,597.28118,25.04053,0.1626355,3.6547789,0.13031305,492.55766,16.268911,7.4484878,0.42587439,522.28662,14.365149,23.75986,0.42112447,327.05949,7.5087348,3.5415696,0.013142546,0.58682545,0.024835944,24.274823,0.011533767,1
5524119,33.587695,0.26997409,1542.4866,60.602718,44.024444,0.26644566,6.8542736,0.19873997,264.64069,6.0383638,12.619654,0.48866564,254.37495,5.8289709,43.216528,0.68882264,162.7287,3.2505575,4.4699408,0.0073939792,0.53706661,0.0019219483,48.376131,0.0049077581,1
5524229,7.8457923,0.49847089,293.32217,6.9739374,152.97035,0.25816973,13.475714,0.27185924,164.89373,2.06024,39.404965,0.90256446,157.51413,1.750394,138.48818,2.2126271,99.520325,1.0461737,12.791752,0.0079823597,1.7039293,0.012961599,144.48465,0.0080210077,0
5524720,12.337852,0.092485335,22448.618,1020.6617,20.279247,0.14927224,3.6269735,0.11120166,624.19887,19.804906,5.7748749,0.31455418,559.95505,18.311454,18.624725,0.38175985,451.52317,9.4149024,2.5921615,0.0052670266,0.36044066,0.0096566194,20.282578,0.0060903001,0
5525400,27.053232,0.23229433,2237.6558,87.173012,44.617697,0.23401766,6.1737974,0.18872398,344.34137,6.937304,13.070848,0.44411901,289.69776,6.8720777,43.796002,0.70742991,186.00827,3.5844999,4.6941988,0.0068501932,0.62038658,0.010788068,47.091323,0.0069686335,0
5525484,32.951267,0.56583056,335.56246,9.5467578,118.22152,0.29903827,12.182712,0.31453816,164.70246,2.3660197,32.781177,0.843935,159.8101,2.3351457,111.98849,1.8653346,101.20082,1.3825429,9.8727725,0.0070931818,1.2208626,0.011244633,110.88892,0.0074190041,0
5525572,12.357867,0.11064985,7049.1297,334.39649,30.043626,0.21144341,4.7113025,0.15144319,419.37541,13.830946,9.1349241,0.50650068,459.75326,12.944123,28.729056,0.51892513,288.36682,6.7291103,4.2809665,0.023827362,0.684877,0.0236205,32.718316,0.018919123,1
5525753,44.304988,0.34901121,6015.6188,267.96924,32.296128,0.19589534,4.9009411,0.14677729,427.15312,11.652918,10.178012,0.44694136,378.35892,11.729607,31.785643,0.643554,271.71337,5.7913432,4.0731404,0.011993135,0.65431089,0.024405729,31.845758,0.0096731889,1
5526083,11.279116,0.10980085,2611.5777,100.4816,41.11104,0.23411434,6.5857136,0.18020098,327.13433,7.5702236,12.394707,0.47013358,300.06038,7.684936,41.392933,0.71049329,207.55578,3.9568928,4.5832564,0.012008273,0.70885471,0.017328187,45.198368,0.010777193,1
5526130,39.708374,0.28323045,10131.257,587.12088,23.32992,0.18714936,3.6206229,0.14454004,433.78174,19.61353,8.1209932,0.54476735,530.56284,16.484557,22.40957,0.43477953,302.96621,8.307389,3.6034608,0.017711829,0.64366322,0.028009614,24.25967,0.014792583,1
5530664,39.436689,0.36180294,2240.9982,89.130336,49.964716,0.24734401,6.7112381,0.22496588,362.64523,7.531249,14.099504,0.49968065,313.47883,7.0352959,46.906711,0.71547886,194.06751,3.7063778,5.3809141,0.0089365915,0.75010882,0.012178185,54.213589,0.0086906616,0
5530982,22.990513,0.20037384,3188.9014,122.96518,43.323598,0.19256308,5.7338457,0.1670698,343.09705,7.5747726,12.861002,0.4879966,307.12745,7.5035638,41.467354,0.67727526,213.99287,3.6782948,4.85758,0.0068407344,0.68609822,0.010899584,43.891151,0.006677282,0
5531278,6.6259084,0.064194683,5767.1929,267.9487,29.685187,0.28185844,5.8108955,0.20844416,536.45449,14.02026,8.6721041,0.38478527,460.74336,14.191526,27.473109,0.52918922,289.67326,7.1875643,3.6903688,0.022310737,0.57966345,0.091208657,32.117599,0.02048667,1
5534253,5.882434,0.062720336,4316.793,162.71996,37.256704,0.2043925,5.9688179,0.15835065,389.10458,9.1089513,10.835112,0.41708794,348.14834,8.8890929,36.379856,0.60361854,254.04442,4.577933,4.3692772,0.013268925,0.65551315,0.020605096,38.357918,0.011250837,1
5534335,24.474686,0.21664765,2318.3147,91.655999,45.777152,0.23715452,6.2228903,0.19608044,355.62593,7.4058773,12.251848,0.44581076,312.58847,6.5501753,43.191086,0.6177105,190.07699,3.6403462,4.8643645,0.0088752824,0.65459372,0.013307225,48.786483,0.0091369566,0
5534910,3.3032757,0.14247118,122.36269,3.5523984,112.06015,0.63157745,19.358849,0.54037211,172.20637,2.207559,30.682706,0.69127112,136.17791,2.5496209,107.1665,1.4303363,77.038816,1.4453673,8.2085873,0.01440701,1.029181,0.0050823752,106.66976,0.011050176,2
5534973,18.535282,0.20478004,875.38284,29.464277,65.639275,0.35245952,9.9284733,0.31546294,281.54876,5.347606,18.1809,0.64268852,255.25142,5.5116093,59.070871,0.84706025,147.54406,2.6324936,6.008237,0.007608505,0.75524613,0.011229683,66.423342,0.0070923863,0
5535029,20.426539,0.13680317,49004.2,2846.091,14.382641,0.10146043,2.1629505,0.082567317,610.26674,25.954018,4.2115027,0.30563384,657.75569,21.102922,13.41872,0.26976777,514.97949,12.50274,2.0781217,0.0081698239,0.32444511,0.011769891,14.208776,0.0077574118,0
5541499,21.878213,0.14615037,51790.837,2704.4447,14.901875,0.10918352,2.4806935,0.080536247,697.94513,26.806846,4.1480025,0.29281292,658.81405,23.890734,13.710575,0.31109281,567.09983,12.83862,2.1227288,0.0087132914,0.31802241,0.016325122,16.561568,0.010721532,0
5542222,10.259669,0.1108045,2207.2067,76.827719,48.789873,0.24455638,7.5006973,0.18982767,345.94365,7.2184131,14.460888,0.52836506,284.35986,7.7824081,45.738258,0.8056054,203.64632,3.3885019,4.8090299,0.0088098432,0.6211564,0.013645941,48.176711,0.01000656,0
5543289,30.40866,0.2809194,2140.7537,73.078805,54.946944,0.20969849,6.8854505,0.18227791,288.09577,6.300286,15.715737,0.59525053,282.57233,5.7688409,50.915345,0.72334026,192.15066,2.9138727,5.8640617,0.0093329777,0.79226782,0.012962744,59.14704,0.010148937,0
5544444,64.468832,0.7831271,612.6398,17.830761,91.658121,0.34761635,12.851577,0.3733073,229.67671,3.805541,26.956126,0.77398025,191.4917,4.7846041,86.693458,1.6406738,140.44298,2.2906867,7.9216995,0.0094827914,0.92427255,0.014236412,96.345028,0.010798871,0
5544447,33.941599,0.33877579,2292.4056,77.56764,58.685343,0.20978668,7.2816281,0.19397855,340.57322,6.443869,16.257255,0.54353957,287.33691,5.9219047,54.317378,0.78050486,204.47971,2.9904239,5.9063425,0.0071403859,0.78693604,0.011240103,59.688106,0.0078652074,0
5544606,9.0794276,0.12178188,964.23534,31.842438,64.830383,0.30517867,9.5131925,0.25897372,288.99526,5.0223031,18.296006,0.55850654,244.69495,4.9898975,61.247485,0.84804131,151.58576,2.4672823,6.1968503,0.0074239874,0.79052254,0.010809053,68.820185,0.0077111036,0
5544763,6.8657063,0.10136471,644.5376,18.453711,71.786912,0.33294651,11.355117,0.25072777,222.07644,3.9549979,21.797553,0.65181294,195.60668,4.4120474,68.995842,1.0591631,135.41633,2.015627,6.3088001,0.015679249,0.8261673,0.020772008,75.367126,0.012520061,2
5545303,92.034613,0.71905962,3297.7005,123.53854,41.578846,0.23098076,6.325378,0.18556203,324.37593,8.1615825,11.52795,0.50512549,310.95471,7.9285562,39.173036,0.67647841,228.57087,4.1818536,4.5833714,0.0077970866,0.72274603,0.015989615,45.077699,0.0076326261,1
5545340,2.1176298,0.03283477,3039.7016,107.47553,42.03264,0.21576847,6.7729872,0.17351718,340.48824,7.3207615,12.453287,0.43734638,301.77432,7.3490726,41.028009,0.64350578,227.09262,3.7540759,4.525467,0.0082675188,0.65359323,0.013899497,44.700732,0.0091632376,1
5545719,82.337216,1.1398391,379.31814,14.189157,112.88051,0.38078718,11.421816,0.44927725,209.4163,3.1240225,28.696317,0.7406516,189.51847,3.0186882,107.74019,2.086054,104.15459,2.0466134,9.2648146,0.0087383247,1.1428502,0.014277081,113.26087,0.0088645966,0
5546141,4.1013542,0.10359167,1232.6238,33.506525,81.564973,0.22148207,9.5805718,0.19222903,267.44192,4.5055027,20.766799,0.64579485,251.07133,3.6839827,71.472633,0.74391639,172.01275,1.9755957,7.4701853,0.0072795656,0.95225397,0.010207173,83.406109,0.0070493903,0
5546749,8.9285979,0.083981133,2114.698,92.653215,38.394505,0.28233061,6.5354533,0.23201961,361.33996,8.1774844,10.8026,0.42431891,311.62592,7.9403037,36.70351,0.61007592,186.02553,4.1965843,4.016337,0.0089838292,0.54855752,0.015785306,39.350843,0.008917197,1
5547077,11.005996,0.11438576,1153.7849,39.12602,53.324068,0.27709608,8.4154389,0.21275824,257.65266,5.307639,15.47136,0.55670046,236.78215,5.4841835,51.712325,0.80637977,155.96111,2.691277,5.0951415,0.010809476,0.69051952,0.017146537,55.612565,0.010396163,2
5551189,26.334928,0.26903765,404.42429,17.052559,65.184222,0.47628868,10.178417,0.45303294,219.8164,4.3706215,19.462561,0.6467391,199.91265,4.6750909,61.261842,0.96932333,101.51717,2.6150675,5.8983951,0.013079519,0.75774535,0.020599892,70.891435,0.013148345,2
5552283,37.067832,0.84211444,319.9016,9.2089158,129.27422,0.34276807,13.145659,0.38490133,188.78553,2.5111356,34.366005,0.8272182,176.43859,2.5304763,124.9413,2.2120618,102.63893,1.569937,10.330924,0.0084532343,1.254979,0.013513566,126.20902,0.0077822428,0
5553045,27.543073,0.24114136,7516.3687,299.69382,33.559016,0.19980832,5.6204244,0.14630901,454.52913,11.450375,10.123699,0.40764707,393.56165,11.302203,33.275152,0.62306746,325.28298,5.9939992,4.1694427,0.016315593,0.66137807,0.026300219,36.490282,0.016533549,1
5553307,3.3397167,1.7616693,141.43657,3.2753457,258.66406,0.45809917,21.600594,0.53324016,133.56632,1.4946043,66.21473,1.3255835,116.96498,3.2446851,221.21212,6.3180287,87.496624,1.4179567,18.454202,0.0099960922,2.2867157,0.015493552,265.85823,0.0094076104,0
5553963,18.574241,0.11348172,127124.52,9985.2025,7.6144703,0.094861717,1.4235018,0.075162745,942.57712,47.514766,2.5775986,0.20650671,864.81866,38.462031,6.9126341,0.17910018,672.36152,22.091833,1.1614165,0.006216238,0.18010994,0.011026205,7.7132065,0.0065460638,0
5556743,58.873171,0.97107494,150.27247,6.4177853,127.97309,0.47851112,12.395451,0.73297535,140.68867,2.0693155,33.69204,0.8943858,131.62924,2.7934028,126.64164,3.2458713,68.264839,1.8471053,10.001747,0.0087844713,1.176301,0.015387526,122.02148,0.0081226153,0
5556764,61.52636,0.54312814,742.24149,39.104132,52.626046,0.42341819,7.1801584,0.33710164,256.62682,6.1373887,14.529082,0.62595308,254.46082,5.4887649,48.262956,0.76093102,115.48633,3.3874557,5.0630336,0.014530168,0.72362408,0.024746298,55.465803,0.014272244,2
5557807,7.5275449,0.079784334,1211.515,43.842143,49.726859,0.25248992,7.3088206,0.19547874,243.00586,5.1344114,14.596681,0.53486311,227.90651,5.1664233,49.013794,0.74808531,148.93017,2.6627621,4.8324136,0.016614963,0.59706166,0.026618891,52.271477,0.01553842,1
5557808,11.037968,0.10273959,2945.3489,121.13466,37.870067,0.22006739,5.7236076,0.16819793,317.37597,8.1412528,10.527546,0.4578522,302.44557,7.273365,36.248751,0.57940426,205.47224,3.9959881,4.3870464,0.011218073,0.67405493,0.018883178,38.604628,0.010797507,1
5558110,30.070448,0.28207272,94.177167,4.249301,81.076672,0.46720232,10.524457,0.50374289,106.43793,1.8769185,23.104034,0.73548972,97.227928,2.1814884,77.568831,1.5110644,49.810738,1.4144639,6.9510573,0.015874584,0.85841392,0.026090507,83.395291,0.012796803,2
5558488,7.8173384,0.074904447,4186.9432,177.87217,34.651179,0.2203433,5.4845515,0.16697103,374.03182,9.8727291,9.9869627,0.45848826,361.62067,9.5422341,33.176727,0.56919492,239.80679,4.989559,4.235839,0.012887497,0.67966074,0.02158496,37.199927,0.012271539,1
5560983,43.595989,0.3269769,11994.186,565.43651,24.953271,0.15640256,3.8165468,0.11677182,450.72907,14.803725,7.7552931,0.40929127,424.59901,13.823572,23.474502,0.48409805,338.54608,7.0667805,3.0351358,0.00692365,0.43554026,0.012707075,26.885158,0.0081510031,0
5562913,45.070286,0.38463255,789.70954,28.823594,56.441802,0.358664,9.2415417,0.28844015,216.32256,4.8106431,16.715587,0.61720267,211.72245,5.1223983,54.296582,0.90456085,135.20422,2.7509531,5.3054166,0.01317021,0.69003046,0.021442309,57.278317,0.013393946,2
5563915,21.12113,0.19085415,824.4684,28.465629,54.638672,0.33102371,9.2517476,0.2448651,222.56821,4.7608987,15.08129,0.58711773,212.60846,4.9261033,51.829142,0.81806103,138.23355,2.5690332,4.911326,0.022063351,0.63513834,0.012057637,57.528078,0.020655654,1
5564915,29.088925,0.34539019,380.46378,14.326275,82.834646,0.41917021,10.502324,0.43895759,228.12945,3.7321996,21.551681,0.64142613,205.32625,3.4052347,75.601633,0.99392637,100.02282,2.1284639,7.4852343,0.0076281468,0.94961926,0.01161235,83.655095,0.0070966375,0
5564922,67.896966,1.3781649,251.50526,8.0635343,150.15968,0.41608517,14.57232,0.49551753,169.2998,2.2705257,39.716646,0.96466765,152.70209,3.1078958,142.09703,3.8624626,95.810789,1.7038671,11.508285,0.0086977653,1.3512219,0.013072502,152.81049,0.0082558622,0
5565067,27.461224,0.54389432,462.68938,12.112604,122.12027,0.25552778,11.815741,0.26454007,191.07512,2.6148817,31.657307,0.74669408,176.83614,2.2492438,112.27835,1.6783211,117.03646,1.3682783,10.790552,0.007020424,1.4285444,0.011220638,121.40384,0.0066902255,0
5565654,70.764984,0.80177841,275.90187,13.370691,92.629833,0.44221238,9.8081928,0.54683841,221.13135,3.5733183,22.943404,0.69303344,193.60605,2.9731224,87.978104,1.4265397,82.279201,2.2672538,7.8845119,0.008875002,0.97418348,0.013619779,96.040565,0.0089836998,0
5566037,15.350613,0.13483599,6296.7081,274.31018,31.781088,0.20729147,5.0833363,0.16323006,456.17461,11.844396,9.7627565,0.40859312,403.96667,11.815145,30.689285,0.57463734,283.10843,5.9057282,3.9764313,0.011790016,0.63469477,0.019202562,34.928693,0.012567585,1
